web-scraper-order,web-scraper-start-url,published,published-href,authors,date,journal,title
"1647205991-171","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Training for Knowledge Networks: Documentation.","https://www.alexandria.unisg.ch/214311/","Vassiliadis, Stefanos; Raimann, Joerg; Seufert, Andreas; Back, Andrea & von Krogh, G.","null","null","Training for Knowledge Networks: Documentation"
"1647206093-218","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lern- und Wissensportale in Corporate Universities.","https://www.alexandria.unisg.ch/214312/","Back, Andrea & Bendel, Oliver","null","null","Lern- und Wissensportale in Corporate Universities"
"1647206384-354","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Editoral.","https://www.alexandria.unisg.ch/196810/","Back, Andrea","null","Informatik/Informatique","Editoral"
"1647206026-187","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lernen im Medienverbund: Nachhaltigkeit von Aus- und Weiterbildung der Polizei BaWü.","https://www.alexandria.unisg.ch/213461/","Bendel, Oliver; Leithner, Barbara; Keller, Miriam & Back, Andrea","null","null","Lernen im Medienverbund: Nachhaltigkeit von Aus- und Weiterbildung der Polizei BaWü"
"1647205743-61","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Erfolgreiche E-Learning-Anwendungsfelder - jetzt und in der Zukunft.","https://www.alexandria.unisg.ch/66859/","Back, Andrea","null","null","Erfolgreiche E-Learning-Anwendungsfelder - jetzt und in der Zukunft"
"1647206172-255","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Inter-, trans- und multidisziplinär – Eine essayistische Annäherung mit Blick auf die Wirtschaftsinformatik.","https://www.alexandria.unisg.ch/231831/","Back, Andrea","null","null","Inter-, trans- und multidisziplinär – Eine essayistische Annäherung mit Blick auf die Wirtschaftsinformatik"
"1647205816-90","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung.","https://www.alexandria.unisg.ch/197081/","Back, Andrea","null","null","Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung"
"1647205853-106","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Business 2.0 - Die Triebfedern des partizipativen Web für Business-Innovation.","https://www.alexandria.unisg.ch/214088/","Back, Andrea","null","null","Business 2.0 - Die Triebfedern des partizipativen Web für Business-Innovation"
"1647205972-162","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Towards a Reference Model for Knowledge Networking.","https://www.alexandria.unisg.ch/66692/","Seufert, Andreas; Back, Andrea & von Krogh, G.","null","null","Towards a Reference Model for Knowledge Networking"
"1647206219-277","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Workplace e-collaboration in Practice - Identifying preconditions for successfully implementing e-collaboration in organizations.","https://www.alexandria.unisg.ch/66701/","Mayrhofer, David & Back, Andrea","null","null","Workplace e-collaboration in Practice - Identifying preconditions for successfully implementing e-collaboration in organizations."
"1647206367-346","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Der Cyberspace des 21. Jahrhunderts - Unsere virtuelle neue Welt?","https://www.alexandria.unisg.ch/196991/","Back, Andrea","null","Forum FN: Themen der Zeit","Der Cyberspace des 21. Jahrhunderts - Unsere virtuelle neue Welt?"
"1647206283-307","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The New Enterprise Mobility: Seizing the Opportunities and Challenges in Corporate Mobile IT.","https://www.alexandria.unisg.ch/225214/","Sammer, Thomas; Brechbühl, Hans & Back, Andrea","null","null","The New Enterprise Mobility: Seizing the Opportunities and Challenges in Corporate Mobile IT"
"1647206195-266","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Putting knowledge networks into action : a methodology for developing and maintaining Knowledge Networks.","https://www.alexandria.unisg.ch/254/","null","2005","null","Putting knowledge networks into action : a methodology for developing and maintaining Knowledge Networks"
"1647206435-378","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Group Wisdom Support Systems: Aggregating the Insights of many trough Information Technology.","https://www.alexandria.unisg.ch/67617/","Wagner, Christian & Back, Andrea","null","Issues in Information Systems (IIS)","Group Wisdom Support Systems: Aggregating the Insights of many trough Information Technology"
"1647206497-407","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Gestaltungsbereiche der Digitalen Transformation von Unternehmen: Entwicklung eines Reifegradmodells.","https://www.alexandria.unisg.ch/248610/","Berghaus, Sabine & Back, Andrea","null","Die Unternehmung","Gestaltungsbereiche der Digitalen Transformation von Unternehmen: Entwicklung eines Reifegradmodells"
"1647206433-377","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Personal Learning Journal - Course Design for Using Weblogs in Higher Education.","https://www.alexandria.unisg.ch/214357/","Hain, Stefanie & Back, Andrea","null","Electronic Journal of e-Learning - EJEL","Personal Learning Journal - Course Design for Using Weblogs in Higher Education"
"1647206082-213","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Executive Information System (EIS).","https://www.alexandria.unisg.ch/196825/","Back, Andrea & Seufert, Andreas","null","null","Executive Information System (EIS)"
"1647206424-373","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Knowledge Management in Challenging Settings - A Case of Military Aircraft.","https://www.alexandria.unisg.ch/65844/","Mayrhofer, David; Heilmeier, Peter; Nirankari, Ravi & Back, Andrea","null","J.UKM: Universal Journal of Knowledge Management","Knowledge Management in Challenging Settings - A Case of Military Aircraft"
"1647205760-69","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning quo vadis? Innovationsrichtungen veranschaulicht am St. Galler E-Learning Referenzmodell.","https://www.alexandria.unisg.ch/66845/","Back, Andrea","null","null","E-Learning quo vadis? Innovationsrichtungen veranschaulicht am St. Galler E-Learning Referenzmodell"
"1647206320-324","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Exploring Innovation Practices for B2E Initiatives in the Digital Age.","https://www.alexandria.unisg.ch/254096/","Guggisberg, Vanessa & Back, Andrea","null","null","Exploring Innovation Practices for B2E Initiatives in the Digital Age"
"1647205777-77","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lernen am Puls der Zeit gestalten.","https://www.alexandria.unisg.ch/213149/","Back, Andrea","null","null","Lernen am Puls der Zeit gestalten"
"1647206313-321","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Impact of Gamification on User’s Knowledge-Sharing Practices:Relationships between Work Motivation, Performance Expectancy and Work Engagement.","https://www.alexandria.unisg.ch/250228/","Silic, Mario & Back, Andrea","7 January 2017","null","Impact of Gamification on User’s Knowledge-Sharing Practices:Relationships between Work Motivation, Performance Expectancy and Work Engagement"
"1647206499-408","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The dark side of social networking sites : Understanding phishing risks.","https://www.alexandria.unisg.ch/247617/","Silic, Mario & Back, Andrea","null","Computers in Human Behavior","The dark side of social networking sites : Understanding phishing risks"
"1647206469-394","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Systemic Differences between SaaS- and On-Premise-ERP : An Overview of a Qualitative Option Calculation Scheme.","https://www.alexandria.unisg.ch/226179/","Link, Björn & Back, Andrea","null","AIS Transactions on Enterprise Systems","Systemic Differences between SaaS- and On-Premise-ERP : An Overview of a Qualitative Option Calculation Scheme"
"1647206118-230","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The customer - an untapped source of innovations. Developing a Customer Integration Network in HP.","https://www.alexandria.unisg.ch/257/","Gurgul, Grzegorz; Enkel, Ellen; Rumyantseva, Maria & Ulrich, Claudia","null","null","The customer - an untapped source of innovations. Developing a Customer Integration Network in HP"
"1647206138-239","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Produktivität von Wissensarbeitern.","https://www.alexandria.unisg.ch/214086/","Back, Andrea & Heidecke, Florian","null","null","Produktivität von Wissensarbeitern"
"1647205796-86","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen.","https://www.alexandria.unisg.ch/67057/","Back, Andrea","null","null","Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen"
"1647205716-48","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensmanagement IKT-Systeme und -Tools.","https://www.alexandria.unisg.ch/213562/","Back, Andrea","null","null","Wissensmanagement IKT-Systeme und -Tools"
"1647205881-119","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Enterprise 2.0-Fallstudien - Aus Erfahrung lernen.","https://www.alexandria.unisg.ch/214409/","Back, Andrea & Koch, Michael","null","null","Enterprise 2.0-Fallstudien - Aus Erfahrung lernen"
"1647206120-231","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Supporting integration after M&A throuth Knowledge Networks within RWE Net.","https://www.alexandria.unisg.ch/259/","Gurgul, Grzegorz; Enkel, Ellen; Schulte, Kordula & Kruse, Carl-Heinrich","null","null","Supporting integration after M&A throuth Knowledge Networks within RWE Net"
"1647206382-353","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Kanzleiinformationssystem: Groupware-basiertes Wissensmanagement in Wirtschaftsprüfungs- und Steuerberatungskanzleien.","https://www.alexandria.unisg.ch/196851/","Back, Andrea & Seufert, Andreas","null","Datenverarbeitung-Steuer-Wirtschaft-Recht","Kanzleiinformationssystem: Groupware-basiertes Wissensmanagement in Wirtschaftsprüfungs- und Steuerberatungskanzleien"
"1647205628-6","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Knowledge Management: Concepts and Technologies.","https://www.alexandria.unisg.ch/66868/","Back, Andrea","null","null","Knowledge Management: Concepts and Technologies"
"1647205781-79","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning im Unternehmen.","https://www.alexandria.unisg.ch/66842/","Back, Andrea","null","null","E-Learning im Unternehmen"
"1647205911-133","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Alles Technik oder was? Wenn IT-Trends aufs Business treffen.","https://www.alexandria.unisg.ch/216773/","Back, Andrea","22 March 2012","null","Alles Technik oder was? Wenn IT-Trends aufs Business treffen"
"1647206504-410","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Open Source Software Adoption: Lessons from Linux in Munich.","https://www.alexandria.unisg.ch/250394/","Silic, Mario & Back, Andrea","null","IT Professional","Open Source Software Adoption: Lessons from Linux in Munich"
"1647206268-300","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Narrative Hypervideos: Methodenentwurf zur Nutzung usergenerierter Videos in der Wissenskommunikation.","https://www.alexandria.unisg.ch/218402/","Back, Andrea & Toedtli, Maria Camilla","null","null","Narrative Hypervideos: Methodenentwurf zur Nutzung usergenerierter Videos in der Wissenskommunikation"
"1647206294-312","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Elicitation of Requirements for the Design of Mobile Financial Advisory Services - Instantiation and Validation of the Requirement Data Model with a Multi-method Approach.","https://www.alexandria.unisg.ch/238650/","Ruf, Christian; Back, Andrea; Bergmann, Richard & Schlegel, Michael","null","null","Elicitation of Requirements for the Design of Mobile Financial Advisory Services - Instantiation and Validation of the Requirement Data Model with a Multi-method Approach"
"1647206032-190","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Web-Conferencing Software Tools: A Comprehensive Market Survey.","https://www.alexandria.unisg.ch/214335/","Mayrhofer, David; Back, Andrea & Hubschmid, Roger","null","null","Web-Conferencing Software Tools: A Comprehensive Market Survey"
"1647205968-160","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The Influence of Human Networks and Human Value Systems on Knowledge Sharing/Transfer Projects.","https://www.alexandria.unisg.ch/66704/","Koehne, Marija; Raimann, Joerg; Seufert, Andreas; von Krogh, G. & Back, Andrea","null","null","The Influence of Human Networks and Human Value Systems on Knowledge Sharing/Transfer Projects"
"1647205981-166","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Supporting Business Processes through Knowledge Management - A Technology-based Analysis.","https://www.alexandria.unisg.ch/214245/","Raimann, Joerg; Enkel, Ellen; Seufert, Andreas; Back, Andrea & von Krogh, G.","null","null","Supporting Business Processes through Knowledge Management - A Technology-based Analysis"
"1647206347-337","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Groupware. Editoral.","https://www.alexandria.unisg.ch/213094/","Back, Andrea","null","Informatik/Informatique","Groupware. Editoral"
"1647206480-399","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mediennutzung in der Projektkommunikation von Studierenden - Analyse dreier Praxisprojekte unter besonderer Berücksichtigung der Kollaborationsplattform MavenLink.","https://www.alexandria.unisg.ch/238596/","Rennhard, Yannick & Back, Andrea","null","Interdisziplinäre Zeitschrift für Technologie und Lernen : iTeL","Mediennutzung in der Projektkommunikation von Studierenden - Analyse dreier Praxisprojekte unter besonderer Berücksichtigung der Kollaborationsplattform MavenLink"
"1647206127-234","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Integrated Performance Measurement System for Knowledge Networks for Growth.","https://www.alexandria.unisg.ch/258/","Enkel, Ellen; Rumyantseva, Maria & Gurgul, Grzegorz","null","null","Integrated Performance Measurement System for Knowledge Networks for Growth"
"1647205750-64","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Corporate eLearning and Knowledge Management: Will convergence bridge the gaps?","https://www.alexandria.unisg.ch/66831/","Back, Andrea","null","null","Corporate eLearning and Knowledge Management: Will convergence bridge the gaps?"
"1647205624-4","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Teamzentrierte Lernumgebungen: Beispiele und Erfahrungen mit Lehrveranstaltungen an der Universität St. Gallen.","https://www.alexandria.unisg.ch/213791/","Back, Andrea","null","null","Teamzentrierte Lernumgebungen: Beispiele und Erfahrungen mit Lehrveranstaltungen an der Universität St. Gallen"
"1647206510-413","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Management von digitalen Innovationen: Hat das Innovationstrichtermodell ausgedient?","https://www.alexandria.unisg.ch/254098/","Back, Andrea; Thoma, Sereina & Guggisberg, Vanessa","null","Wirtschaftsinformatik & Management : WuM","Management von digitalen Innovationen: Hat das Innovationstrichtermodell ausgedient?"
"1647206230-282","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Knowledge Management in Challenging Settings - A Case of Military Aircraft.","https://www.alexandria.unisg.ch/213119/","Mayrhofer, David; Heilmeier, Peter; Nirankari, Ravi & Back, Andrea","null","Journal of Universal Computer Science","Knowledge Management in Challenging Settings - A Case of Military Aircraft"
"1647206153-246","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissens-Wiki im IT-Betrieb und Notfall-Management bei der SFS services AG.","https://www.alexandria.unisg.ch/216601/","Cervellieri, Adrian; Buchli, Reto & Back, Andrea","null","null","Wissens-Wiki im IT-Betrieb und Notfall-Management bei der SFS services AG"
"1647205883-120","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Social Media Update: Objectives and Trends.","https://www.alexandria.unisg.ch/214342/","Back, Andrea","null","null","Social Media Update: Objectives and Trends"
"1647206326-327","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The New Window to Athlete’s Soul – What Social Media Tells Us About Athletes’ Performances.","https://www.alexandria.unisg.ch/258471/","Grüttner, Arne; Vitisvorakarn, Min; Wambsganss, Thiemo; Rietsche, Roman & Back, Andrea","null","null","The New Window to Athlete’s Soul – What Social Media Tells Us About Athletes’ Performances"
"1647206328-328","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Steuerungstool des Board of Directors für Digitale Transformationsprojekte.","https://www.alexandria.unisg.ch/260172/","Mörstedt, Nils G. & Back, Andrea","null","null","Steuerungstool des Board of Directors für Digitale Transformationsprojekte"
"1647206232-283","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Learning Journal - Weblogs in Academic Courses.","https://www.alexandria.unisg.ch/213205/","Hain, Stefanie & Back, Andrea","null","null","Learning Journal - Weblogs in Academic Courses"
"1647206517-416","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Coworking aus Unternehmenssicht – Out of Office, into the Flow?","https://www.alexandria.unisg.ch/258568/","Josef, Barbara & Back, Andrea","null","Arbeiten 4.0","Coworking aus Unternehmenssicht – Out of Office, into the Flow?"
"1647206471-395","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Employee Acceptance and Use of Unified Communications and Collaboration in a Cross-Cultural Environment.","https://www.alexandria.unisg.ch/234560/","Silic, Mario; Back, Andrea & Sammer, Thomas","null","International Journal of e-Collaboration","Employee Acceptance and Use of Unified Communications and Collaboration in a Cross-Cultural Environment"
"1647206501-409","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","What are the Keys to a Successful Mobile Payment System? Case of Cytizi: Mobile Payment System.","https://www.alexandria.unisg.ch/249092/","Silic, Mario & Back, Andrea","null","Journal of Global Information Management","What are the Keys to a Successful Mobile Payment System? Case of Cytizi: Mobile Payment System"
"1647205645-14","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Groupware im Kontext problemorientierter Computing Workspaces.","https://www.alexandria.unisg.ch/66861/","Back, Andrea","null","null","Groupware im Kontext problemorientierter Computing Workspaces"
"1647206251-292","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry.","https://www.alexandria.unisg.ch/232358/","Back, Andrea & Haager, Christopher","null","null","Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry"
"1647205779-78","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","How work is changing in the Information Age.","https://www.alexandria.unisg.ch/66912/","Back, Andrea","null","null","How work is changing in the Information Age"
"1647206075-210","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lernen im Cyberspace: Die Zukunft der Wissensentwicklung und Bildungsdienstleistung?","https://www.alexandria.unisg.ch/213482/","Back, Andrea","null","null","Lernen im Cyberspace: Die Zukunft der Wissensentwicklung und Bildungsdienstleistung?"
"1647206189-263","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning im Unternehmen: Grundlagen - Strategien - Methoden - Technologien.","https://www.alexandria.unisg.ch/214187/","Back, Andrea; Bendel, Oliver & Stoller-Schai, Daniel","null","null","E-Learning im Unternehmen: Grundlagen - Strategien - Methoden - Technologien"
"1647205898-127","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Social Media in Universities.","https://www.alexandria.unisg.ch/146667/","Back, Andrea","null","null","Social Media in Universities"
"1647206159-249","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Das mobile Web 2.0 im Unternehmen.","https://www.alexandria.unisg.ch/216609/","Sammer, Thomas & Walter, Thomas","null","null","Das mobile Web 2.0 im Unternehmen"
"1647206247-290","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Erfolgsmessung zum Einsatz von Social Software im Softwareentwicklungsprozess am Beispiel der T-Systems Multimedia Solutions GmbH.","https://www.alexandria.unisg.ch/71770/","Sammer, Thomas; Lin, Dada; Back, Andrea & Schoenefeld, Frank","null","GI-Edition","Erfolgsmessung zum Einsatz von Social Software im Softwareentwicklungsprozess am Beispiel der T-Systems Multimedia Solutions GmbH"
"1647205633-8","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wirtschaftlichkeitsanalysen im IV-Bereich.","https://www.alexandria.unisg.ch/66896/","Back, Andrea","null","null","Wirtschaftlichkeitsanalysen im IV-Bereich"
"1647206131-236","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning strategisch verankern.","https://www.alexandria.unisg.ch/66658/","Back, Andrea","null","null","E-Learning strategisch verankern"
"1647205658-20","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Knowledge Networking: Von der Vision zum Business Case.","https://www.alexandria.unisg.ch/213548/","Back, Andrea","null","null","Knowledge Networking: Von der Vision zum Business Case"
"1647205989-170","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","MERLIN - Materializing, Experiencing, Refining and Learning in Knowledge Networks.","https://www.alexandria.unisg.ch/66697/","Enkel, Ellen; Raimann, Joerg; Seufert, Andreas; Vassiliadis, Stefanos; Wicki, Yvonne; Back, Andrea & von Krogh, G.","null","null","MERLIN - Materializing, Experiencing, Refining and Learning in Knowledge Networks"
"1647206454-387","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","2D-Codes - Technologie und Anwendungsbereiche.","https://www.alexandria.unisg.ch/214390/","Knuchel, Thomas; Kuntner, Tobias; Pataki, Eva Carolina & Back, Andrea","null","Wirtschaftsinformatik","2D-Codes - Technologie und Anwendungsbereiche"
"1647206467-393","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Factors impacting information governance in the mobile device dual-use context.","https://www.alexandria.unisg.ch/225291/","Silic, Mario & Back, Andrea","null","Records Management Journal","Factors impacting information governance in the mobile device dual-use context"
"1647206110-226","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Balanced Learning Scorecard: Den Wert von (E-)Learning-Innovationen für Geschäftsziele kommunizieren.","https://www.alexandria.unisg.ch/213936/","Back, Andrea","null","null","Balanced Learning Scorecard: Den Wert von (E-)Learning-Innovationen für Geschäftsziele kommunizieren"
"1647205930-142","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lean & agil: Social-Software.","https://www.alexandria.unisg.ch/231833/","Back, Andrea","null","Computerworld.ch","Lean & agil: Social-Software"
"1647205803-89","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg.","https://www.alexandria.unisg.ch/213527/","Back, Andrea","null","null","Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg"
"1647205979-165","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Dialogplattform Knowledge Management der Deutschen Bank AG (Internal Paper).","https://www.alexandria.unisg.ch/214060/","Bendel, Oliver; Stoller-Schai, Daniel; Mergel, Ines & Back, Andrea","null","null","Dialogplattform Knowledge Management der Deutschen Bank AG (Internal Paper)"
"1647205737-58","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Insights from taking a business engineering perspective on corporate eLearning.","https://www.alexandria.unisg.ch/66864/","Back, Andrea","null","null","Insights from taking a business engineering perspective on corporate eLearning"
"1647206155-247","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Social Software Use-Cases in verschiedenen Geschäftsfunktionen bei Swiss Re.","https://www.alexandria.unisg.ch/216604/","Back, Andrea; Isenschmid, Christoph & Jastrowski, Wolfgang","null","null","Social Software Use-Cases in verschiedenen Geschäftsfunktionen bei Swiss Re"
"1647206358-342","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Internet und World Wide Web : Zugangs- und Anwendungsmöglichkeiten für den Steuerberater.","https://www.alexandria.unisg.ch/197088/","Back, Andrea & Wagner, J.","null","DSWR","Internet und World Wide Web : Zugangs- und Anwendungsmöglichkeiten für den Steuerberater"
"1647205832-96","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog.","https://www.alexandria.unisg.ch/213950/","Back, Andrea","null","null","Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog"
"1647206217-276","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Chief-Learning-Officer-Projektagenda 200x.","https://www.alexandria.unisg.ch/213774/","Back, Andrea","null","null","Chief-Learning-Officer-Projektagenda 200x"
"1647206073-209","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wissensnetzwerke: Vision - Referenzmodell - Archetypen und Fallbeispiele.","https://www.alexandria.unisg.ch/213768/","Back, Andrea; Seufert, Andreas & von Krogh, G.","null","null","Wissensnetzwerke: Vision - Referenzmodell - Archetypen und Fallbeispiele"
"1647206255-294","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Integrating the Smartphone : Applying the U-Constructs Approach on the Case of Mobile University Services.","https://www.alexandria.unisg.ch/211867/","Sammer, Thomas; Camichel, Fabio Armon & Back, Andrea","null","null","Integrating the Smartphone : Applying the U-Constructs Approach on the Case of Mobile University Services"
"1647206047-197","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Construction of a Method for Assessing the Likelihood of Burnout of Global ERP Programmes.","https://www.alexandria.unisg.ch/213580/","Seidel, Gunter & Back, Andrea","null","null","Construction of a Method for Assessing the Likelihood of Burnout of Global ERP Programmes"
"1647206097-220","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","E-Learning und Wissensmanagement zusammenführen.","https://www.alexandria.unisg.ch/214323/","Back, Andrea","null","null","E-Learning und Wissensmanagement zusammenführen"
"1647206206-271","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Web 2.0 in der Unternehmenspraxis : Grundlagen, Fallstudien und Trends zum Einsatz von Social Software (2., aktualisierte Auflage).","https://www.alexandria.unisg.ch/58167/","null","null","null","Web 2.0 in der Unternehmenspraxis : Grundlagen, Fallstudien und Trends zum Einsatz von Social Software (2., aktualisierte Auflage)"
"1647205958-155","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze.","https://www.alexandria.unisg.ch/213091/","Back, Andrea & Seufert, Andreas","4 March 1997","null","State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze"
"1647205943-148","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","The Race to the Top : Will a 'Bring Your Own Device' (BYOD) Policy Contribute to the Success of the Adidas Group?","https://www.alexandria.unisg.ch/227151/","Sammer, Thomas & Back, Andrea","null","null","The Race to the Top : Will a 'Bring Your Own Device' (BYOD) Policy Contribute to the Success of the Adidas Group?"
"1647205647-15","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Management Support Systeme im Informationszeitalter.","https://www.alexandria.unisg.ch/214123/","Back, Andrea","null","null","Management Support Systeme im Informationszeitalter"
"1647205790-83","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","eLearning 2.0: Web-Architekturen des Mitwirkens laden Sie ein.","https://www.alexandria.unisg.ch/213932/","Back, Andrea","null","null","eLearning 2.0: Web-Architekturen des Mitwirkens laden Sie ein"
"1647205775-76","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen.","https://www.alexandria.unisg.ch/214118/","Back, Andrea","null","null","Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen"
"1647205934-144","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Die Welt wird digital.","https://www.alexandria.unisg.ch/248986/","Back, Andrea","null","DATEV magazin","Die Welt wird digital"
"1647206401-362","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Software-Tools und Architekturmodell für das Wissensmanagement.","https://www.alexandria.unisg.ch/197020/","Raimann, Joerg & Back, Andrea","null","ControllerNews: Die Zeitschrift für Controlling und Unternehmensführung","Software-Tools und Architekturmodell für das Wissensmanagement"
