web-scraper-order;web-scraper-start-url;linkto;linkto-href;Autor;Title;;;;;;;;;;;;;;;;;;;
1647211207-5555;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The Influence of Human Networks and Human Value Systems on Knowledge Sharing/Transfer Projects.;https://www.alexandria.unisg.ch/66704/;;The Influence of Human Networks and Human Value Systems on Knowledge Sharing/Transfer Projects;;;;;;;;;;;;;;;;;;;
1647211027-5397;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Einführung.;https://www.alexandria.unisg.ch/213501/;Back, Andrea;Einführung;;;;;;;;;;;;;;;;;;;
1647211174-5530;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Die Welt wird digital.;https://www.alexandria.unisg.ch/248986/;;Die Welt wird digital;;;;;;;;;;;;;;;;;;;
1647211357-5666;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Integrated Performance Measurement System for Knowledge Networks for Growth.;https://www.alexandria.unisg.ch/258/;Enkel, Ellen;;;;;;;;;;;;;;;;;;;;
1647210888-5264;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The Knowledge Creation Company: Strategisches Management & IKT.;https://www.alexandria.unisg.ch/213560/;Back, Andrea & Seufert, Andreas;The Knowledge Creation Company: Strategisches Management & IKT;;;;;;;;;;;;;;;;;;;
1647211258-5598;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Potenziale pädagogischer Agenten.;https://www.alexandria.unisg.ch/213194/;;Potenziale pädagogischer Agenten;;;;;;;;;;;;;;;;;;;
1647211471-5734;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Erfolgsmessung zum Einsatz von Social Software im Softwareentwicklungsprozess am Beispiel der T-Systems Multimedia Solutions GmbH.;https://www.alexandria.unisg.ch/71770/;Sammer, Thomas;;;;;;;;;;;;;;;;;;;;
1647210982-5353;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse.;https://www.alexandria.unisg.ch/66843/;Back, Andrea;E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse;;;;;;;;;;;;;;;;;;;
1647211182-5537;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The Race to the Top : Will a 'Bring Your Own Device' (BYOD) Policy Contribute to the Success of the Adidas Group?;https://www.alexandria.unisg.ch/227151/;Sammer, Thomas & Back, Andrea;The Race to the Top : Will a 'Bring Your Own Device' (BYOD) Policy Contribute to the Success of the Adidas Group?;;;;;;;;;;;;;;;;;;;
1647210894-5270;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wirtschaftlichkeitsanalysen im IV-Bereich.;https://www.alexandria.unisg.ch/66896/;Back, Andrea;Wirtschaftlichkeitsanalysen im IV-Bereich;;;;;;;;;;;;;;;;;;;
1647210996-5367;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Insights from taking a business engineering perspective on corporate eLearning.;https://www.alexandria.unisg.ch/66864/;Back, Andrea;Insights from taking a business engineering perspective on corporate eLearning;;;;;;;;;;;;;;;;;;;
1647211219-5566;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Supporting Business Processes through Knowledge Management - A Technology-based Analysis.;https://www.alexandria.unisg.ch/214245/;;Supporting Business Processes through Knowledge Management - A Technology-based Analysis;;;;;;;;;;;;;;;;;;;
1647211438-5713;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Open Grid - Open Mind.;https://www.alexandria.unisg.ch/256583/;Bieger, Thomas;; Böhm, Andreas; Meckel, Miriam; Borth, Damian; Gasser, Urs; Lohmann, Melinda Florina; Bruch, Heike; Berenbold, Sandra; Gassmann, Oliver; Josef, Barbara; Back, Andrea; Uebernickel, Falk; Kohler, Marc; Hehn, Jennifer; Leimeister, Jan Marco; Söllner, Matthias; Brenner, Walter; Gutzwiller, Thomas; Frank, Markus;" Schürer, Wolfgang & Kissinger, Henry"","""","""",""Open Grid - Open Mind"""
1647211416-5701;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning im Unternehmen: Grundlagen - Strategien - Methoden - Technologien.;https://www.alexandria.unisg.ch/214187/;Back, Andrea;;;;;;;;;;;;;;;;;;;;
1647211239-5583;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Betreibermodell und Anreizsystem für Multimedia-gestützte Studiengänge im Weiterbildungsmarkt.;https://www.alexandria.unisg.ch/196924/;;Betreibermodell und Anreizsystem für Multimedia-gestützte Studiengänge im Weiterbildungsmarkt;;;;;;;;;;;;;;;;;;;
1647211367-5673;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Produktivität von Wissensarbeitern.;https://www.alexandria.unisg.ch/214086/;Back, Andrea & Heidecke, Florian;Produktivität von Wissensarbeitern;;;;;;;;;;;;;;;;;;;
1647211258-5597;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Potenziale pädagogischer Agenten.;https://www.alexandria.unisg.ch/213194/;Bendel, Oliver;;;;;;;;;;;;;;;;;;;;
1647211345-5656;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Developmental aspects and supportive factors in Knowledge Networks.;https://www.alexandria.unisg.ch/262/;Köhne, M.;;;;;;;;;;;;;;;;;;;;
1647211082-5450;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The Emergence and Impact of Web 2.0.;https://www.alexandria.unisg.ch/67612/;Back, Andrea;The Emergence and Impact of Web 2.0;;;;;;;;;;;;;;;;;;;
1647210923-5298;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Technologie und Mensch im Wissensmanagement.;https://www.alexandria.unisg.ch/213494/;;Technologie und Mensch im Wissensmanagement;;;;;;;;;;;;;;;;;;;
1647211276-5614;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Ich habe fertig - aus der Sicht der Mertens-Zauberlehrlinge (Laudatio, gehalten an der WISO in Nürnberg am 10. Januar 2006, Emeritierung Prof. Dr. Peter Mertens).;https://www.alexandria.unisg.ch/213849/;Back, Andrea;Ich habe fertig - aus der Sicht der Mertens-Zauberlehrlinge (Laudatio, gehalten an der WISO in Nürnberg am 10. Januar 2006, Emeritierung Prof. Dr. Peter Mertens);;;;;;;;;;;;;;;;;;;
1647211051-5421;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Unterwegs auf der Formel1-Rennstrecke der E-Learning-Innovationen.;https://www.alexandria.unisg.ch/214375/;Back, Andrea;Unterwegs auf der Formel1-Rennstrecke der E-Learning-Innovationen;;;;;;;;;;;;;;;;;;;
1647211073-5443;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog.;https://www.alexandria.unisg.ch/213950/;Back, Andrea;Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog;;;;;;;;;;;;;;;;;;;
1647211195-5544;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Computer Supported Cooperative Work im Fokus des Bankensektors.;https://www.alexandria.unisg.ch/214141/;Back, Andrea;;;;;;;;;;;;;;;;;;;;
1647211059-5429;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg.;https://www.alexandria.unisg.ch/213527/;Back, Andrea;Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg;;;;;;;;;;;;;;;;;;;
1647211300-5629;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Zum Verhältnis von informationstechnologischer und gesellschaftlicher Entwicklung: Bildung für Informationstechnik - Informationstechnik für Bildung.;https://www.alexandria.unisg.ch/196704/;;Zum Verhältnis von informationstechnologischer und gesellschaftlicher Entwicklung: Bildung für Informationstechnik - Informationstechnik für Bildung;;;;;;;;;;;;;;;;;;;
1647210957-5332;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Basis-Workshop Wissensmanagement (WM).;https://www.alexandria.unisg.ch/66825/;;Basis-Workshop Wissensmanagement (WM);;;;;;;;;;;;;;;;;;;
1647211146-5504;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Ich bin drin - im Web 2.0! Meine Arbeitspraxis 2.0.;https://www.alexandria.unisg.ch/216764/;;Ich bin drin - im Web 2.0! Meine Arbeitspraxis 2.0.;;;;;;;;;;;;;;;;;;;
1647211519-5766;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Requirements Elicitation and Utilization Scenarios for In-Car Use of Wearable Devices.;https://www.alexandria.unisg.ch/238966/;Berghaus, Sabine & Back, Andrea;Requirements Elicitation and Utilization Scenarios for In-Car Use of Wearable Devices;;;;;;;;;;;;;;;;;;;
1647211156-5512;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Mobile Learning App - Wie hätten Sie denn gerne Ihren intelligenten Lerncoach?;https://www.alexandria.unisg.ch/216806/;;Mobile Learning App - Wie hätten Sie denn gerne Ihren intelligenten Lerncoach?;;;;;;;;;;;;;;;;;;;
1647211556-5789;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Umsetzung objektorientierter Konstrukte im internen Rechnungswesen.;https://www.alexandria.unisg.ch/213469/;;Umsetzung objektorientierter Konstrukte im internen Rechnungswesen;;;;;;;;;;;;;;;;;;;
1647211037-5407;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;How work is changing in the Information Age.;https://www.alexandria.unisg.ch/66912/;Back, Andrea;How work is changing in the Information Age;;;;;;;;;;;;;;;;;;;
1647211335-5649;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Elektronische Märkte.;https://www.alexandria.unisg.ch/9114/;Schmid, Beat;Elektronische Märkte;;;;;;;;;;;;;;;;;;;
1647211057-5427;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Lerntagebuch als Weblog innovativ umgesetzt.;https://www.alexandria.unisg.ch/213680/;Back, Andrea;Lerntagebuch als Weblog innovativ umgesetzt;;;;;;;;;;;;;;;;;;;
1647210929-5304;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Networks und Knowledge Management Technologien.;https://www.alexandria.unisg.ch/213377/;;Knowledge Networks und Knowledge Management Technologien;;;;;;;;;;;;;;;;;;;
1647211339-5651;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.;https://www.alexandria.unisg.ch/213161/;Back, Andrea & Leithner, Barbara;Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen;;;;;;;;;;;;;;;;;;;
1647211047-5417;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;eLearning 2.0: Web-Architekturen des Mitwirkens laden Sie ein.;https://www.alexandria.unisg.ch/213932/;Back, Andrea;eLearning 2.0: Web-Architekturen des Mitwirkens laden Sie ein;;;;;;;;;;;;;;;;;;;
1647211092-5460;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Differences in ERP Implementations in India & Western Europe.;https://www.alexandria.unisg.ch/214231/;;Differences in ERP Implementations in India & Western Europe;;;;;;;;;;;;;;;;;;;
1647211422-5705;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Putting knowledge networks into action : a methodology for developing and maintaining Knowledge Networks.;https://www.alexandria.unisg.ch/254/;;Putting knowledge networks into action : a methodology for developing and maintaining Knowledge Networks;;;;;;;;;;;;;;;;;;;
1647211260-5600;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Workplace E-Collaboration: Theoretical Foundations and Practical Implications.;https://www.alexandria.unisg.ch/213166/;;Workplace E-Collaboration: Theoretical Foundations and Practical Implications;;;;;;;;;;;;;;;;;;;
1647211495-5751;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;A Text Mining Approach to Evaluate Submissions to Crowdsourcing Contests.;https://www.alexandria.unisg.ch/223363/;Walter, Thomas & Back, Andrea;A Text Mining Approach to Evaluate Submissions to Crowdsourcing Contests;;;;;;;;;;;;;;;;;;;
1647210890-5266;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Management: Concepts and Technologies.;https://www.alexandria.unisg.ch/66868/;Back, Andrea;Knowledge Management: Concepts and Technologies;;;;;;;;;;;;;;;;;;;
1647211463-5728;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Open (e-)Cooperation - Ein Erfahrungsbericht zu Formen der Zusammenarbeit von Hochschullehre und Unternehmenspraxis.;https://www.alexandria.unisg.ch/68008/;Back, Andrea;Open (e-)Cooperation - Ein Erfahrungsbericht zu Formen der Zusammenarbeit von Hochschullehre und Unternehmenspraxis;;;;;;;;;;;;;;;;;;;
1647211158-5513;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Teamarbeit 2.0: Global - zeitgemäss - kompetent.;https://www.alexandria.unisg.ch/216811/;Back, Andrea;Teamarbeit 2.0: Global - zeitgemäss - kompetent;;;;;;;;;;;;;;;;;;;
1647211039-5410;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning im Unternehmen.;https://www.alexandria.unisg.ch/66842/;;E-Learning im Unternehmen;;;;;;;;;;;;;;;;;;;
1647211065-5436;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Praxisberichte aus dem Competence Network Business 2.0.;https://www.alexandria.unisg.ch/67257/;;Praxisberichte aus dem Competence Network Business 2.0;;;;;;;;;;;;;;;;;;;
1647210900-5275;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Learning Communities im Inter-/Intranet.;https://www.alexandria.unisg.ch/213892/;Back, Andrea;Learning Communities im Inter-/Intranet;;;;;;;;;;;;;;;;;;;
1647211505-5757;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Information Security and Open Source Dual Use Security Software: Trust Paradox.;https://www.alexandria.unisg.ch/224203/;Silic, Mario & Back, Andrea;Information Security and Open Source Dual Use Security Software: Trust Paradox;;;;;;;;;;;;;;;;;;;
1647210909-5284;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Management Support Systeme im Informationszeitalter.;https://www.alexandria.unisg.ch/214123/;;Management Support Systeme im Informationszeitalter;;;;;;;;;;;;;;;;;;;
1647211126-5488;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Do LMS have a Future? A conversation between criticism and defence of today's LMS.;https://www.alexandria.unisg.ch/102536/;Back, Andrea;Do LMS have a Future? A conversation between criticism and defence of today's LMS;;;;;;;;;;;;;;;;;;;
1647211249-5592;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Virtuelle Kooperation - Erhaltung des Antriebs. (Virtual cooperation - Supporting the drive). Knowledge Integration after Mergers & Acquisitions in RWE.;https://www.alexandria.unisg.ch/289/;Gurgul, Grzegorz;;;;;;;;;;;;;;;;;;;;
1647210965-5338;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;"Podiumsdiskussion ""Deutschland - Entwicklerstandort oder Entwicklungsland?"", geleitet von Dr. H.-H. Kappel";;;;;;;;;;;;;;;;;;;;;;
1647211053-5423;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen.;https://www.alexandria.unisg.ch/67057/;Back, Andrea;Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen;;;;;;;;;;;;;;;;;;;
1647211120-5483;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Enterprise 2.0-Fallstudien - Aus Erfahrung lernen.;https://www.alexandria.unisg.ch/214409/;Back, Andrea & Koch, Michael;Enterprise 2.0-Fallstudien - Aus Erfahrung lernen;;;;;;;;;;;;;;;;;;;
1647211377-5679;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-DNA-Analyse von (((rebell.tv))) - Publizieren und Kommunizieren in innovativer Genese.;https://www.alexandria.unisg.ch/213959/;Back, Andrea;Web-DNA-Analyse von (((rebell.tv))) - Publizieren und Kommunizieren in innovativer Genese;;;;;;;;;;;;;;;;;;;
1647211008-5379;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Corporate eLearning and Knowledge Management: Will convergence bridge the gaps?;https://www.alexandria.unisg.ch/66831/;Back, Andrea;Corporate eLearning and Knowledge Management: Will convergence bridge the gaps?;;;;;;;;;;;;;;;;;;;
1647210988-5359;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning strategisch verankern.;https://www.alexandria.unisg.ch/66847/;Back, Andrea;E-Learning strategisch verankern;;;;;;;;;;;;;;;;;;;
1647211237-5580;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Fostering New Ventures: Organisational conditions for New Ventures in Unilever.;https://www.alexandria.unisg.ch/293/;van Wegen, B.;;;;;;;;;;;;;;;;;;;;
1647211551-5784;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;From Suppliers to Complementors: Motivational Factors for Joining Industrial Internet of Things Platform Ecosystems.;https://www.alexandria.unisg.ch/261271/;Marheine, Christian;;;;;;;;;;;;;;;;;;;;
1647211553-5787;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Vorarbeiten für die Datenmodellierung am Beispiel zweier Industrieunternehmen : Automatisierte Dateninventur und elektronischer Begriffskatalog.;https://www.alexandria.unisg.ch/213572/;;Vorarbeiten für die Datenmodellierung am Beispiel zweier Industrieunternehmen : Automatisierte Dateninventur und elektronischer Begriffskatalog;;;;;;;;;;;;;;;;;;;
1647211414-5699;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning: Weiterbildung im Internet.;https://www.alexandria.unisg.ch/213696/;Seufert, Sabine;;;;;;;;;;;;;;;;;;;;
1647211558-5791;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Prozesskostenrechnung.;https://www.alexandria.unisg.ch/66706/;Back, Andrea;Prozesskostenrechnung;;;;;;;;;;;;;;;;;;;
1647211491-5748;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Narrative Hypervideos: Methodenentwurf zur Nutzung usergenerierter Videos in der Wissenskommunikation.;https://www.alexandria.unisg.ch/218402/;;Narrative Hypervideos: Methodenentwurf zur Nutzung usergenerierter Videos in der Wissenskommunikation;;;;;;;;;;;;;;;;;;;
1647210892-5268;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management.;https://www.alexandria.unisg.ch/66888/;Back, Andrea;Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management;;;;;;;;;;;;;;;;;;;
1647211130-5492;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Social Media im Unternehmenskontext und in der Arbeit.;https://www.alexandria.unisg.ch/214343/;;Social Media im Unternehmenskontext und in der Arbeit;;;;;;;;;;;;;;;;;;;
1647211199-5547;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;State of the Art des Management Supports Teil 1: Klassische Management Support Ansätze.;https://www.alexandria.unisg.ch/213154/;Back, Andrea & Seufert, Andreas;State of the Art des Management Supports Teil 1: Klassische Management Support Ansätze;;;;;;;;;;;;;;;;;;;
1647211447-5717;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Towards a Framework for Knowledge Networks for Growth - Results of an Action Research Study.;https://www.alexandria.unisg.ch/280/;Enkel, Ellen;;;;;;;;;;;;;;;;;;;;
1647211041-5411;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;HSG Business Engineering Research Program.;https://www.alexandria.unisg.ch/214010/;Back, Andrea;HSG Business Engineering Research Program;;;;;;;;;;;;;;;;;;;
1647211556-5790;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Umsetzung objektorientierter Konstrukte im internen Rechnungswesen.;https://www.alexandria.unisg.ch/213469/;;Umsetzung objektorientierter Konstrukte im internen Rechnungswesen;;;;;;;;;;;;;;;;;;;
1647211402-5692;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Mobile Business.;https://www.alexandria.unisg.ch/246909/;Back, Andrea & Ruf, Christian;Mobile Business;;;;;;;;;;;;;;;;;;;
1647211215-5562;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Networks - A Tools Perspective.;https://www.alexandria.unisg.ch/197477/;;Knowledge Networks - A Tools Perspective;;;;;;;;;;;;;;;;;;;
1647211150-5506;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Hürden gibt es nur im Kopf - Schweizer Unternehmen mit Vorsprung auf dem Weg zur Enterprise 2.0.;https://www.alexandria.unisg.ch/216772/;Back, Andrea;Hürden gibt es nur im Kopf - Schweizer Unternehmen mit Vorsprung auf dem Weg zur Enterprise 2.0;;;;;;;;;;;;;;;;;;;
1647211112-5477;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Welche Kompetenzen in der digitalen Welt 2020 gebraucht werden.;https://www.alexandria.unisg.ch/213699/;Back, Andrea;Welche Kompetenzen in der digitalen Welt 2020 gebraucht werden;;;;;;;;;;;;;;;;;;;
1647211037-5408;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;How work is changing in the Information Age.;https://www.alexandria.unisg.ch/66912/;;How work is changing in the Information Age;;;;;;;;;;;;;;;;;;;
1647210933-5308;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;e-Learning-Projekte: Neue Möglichkeiten durch vernetztes Lernen. Konzepte - Geschäftsmodelle - Erfahrungen.;https://www.alexandria.unisg.ch/66839/;;e-Learning-Projekte: Neue Möglichkeiten durch vernetztes Lernen. Konzepte - Geschäftsmodelle - Erfahrungen;;;;;;;;;;;;;;;;;;;
1647211096-5463;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Revolutionäre Trends in der Zusammenarbeit: The wiki way, the twitter way, the open innovation way.;https://www.alexandria.unisg.ch/213366/;Back, Andrea;Revolutionäre Trends in der Zusammenarbeit: The wiki way, the twitter way, the open innovation way;;;;;;;;;;;;;;;;;;;
1647211033-5403;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen.;https://www.alexandria.unisg.ch/214118/;Back, Andrea;Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen;;;;;;;;;;;;;;;;;;;
1647211377-5680;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-DNA-Analyse von (((rebell.tv))) - Publizieren und Kommunizieren in innovativer Genese.;https://www.alexandria.unisg.ch/213959/;;Web-DNA-Analyse von (((rebell.tv))) - Publizieren und Kommunizieren in innovativer Genese;;;;;;;;;;;;;;;;;;;
1647210963-5336;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;eLearning im Unternehmen: Lessons Learned und Erfahrungslücken.;https://www.alexandria.unisg.ch/66857/;Back, Andrea;eLearning im Unternehmen: Lessons Learned und Erfahrungslücken;;;;;;;;;;;;;;;;;;;
1647211022-5394;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Beiträge des BSC-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.;https://www.alexandria.unisg.ch/66826/;;Beiträge des BSC-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen;;;;;;;;;;;;;;;;;;;
1647210974-5346;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wissensmanagement und -Tools.;https://www.alexandria.unisg.ch/196897/;;Wissensmanagement und -Tools;;;;;;;;;;;;;;;;;;;
1647211022-5393;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Beiträge des BSC-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.;https://www.alexandria.unisg.ch/66826/;Back, Andrea;Beiträge des BSC-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen;;;;;;;;;;;;;;;;;;;
1647211154-5509;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Tablet Books: Your Courses' Material in Harry Potter Newspaper Style.;https://www.alexandria.unisg.ch/216775/;Back, Andrea;Tablet Books: Your Courses' Material in Harry Potter Newspaper Style;;;;;;;;;;;;;;;;;;;
1647211124-5486;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Arbeitsplatz der Zukunft, Innovationsvortrag.;https://www.alexandria.unisg.ch/214341/;Back, Andrea;Arbeitsplatz der Zukunft, Innovationsvortrag;;;;;;;;;;;;;;;;;;;
1647211213-5560;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Development Aspects and Supportive Factors in Knowledge Networks.;https://www.alexandria.unisg.ch/298/;Köhne, M.;;;;;;;;;;;;;;;;;;;;
1647211493-5750;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Das St. Galler Enterprise 2.0 Methodenset - Ein Ansatz zum organisatorischen Wandel.;https://www.alexandria.unisg.ch/218408/;;Das St. Galler Enterprise 2.0 Methodenset - Ein Ansatz zum organisatorischen Wandel;;;;;;;;;;;;;;;;;;;
1647211086-5454;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-based Open Innovation: Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen produzieren.;https://www.alexandria.unisg.ch/67842/;Back, Andrea;Web-based Open Innovation: Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen produzieren;;;;;;;;;;;;;;;;;;;
1647211477-5738;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Towards Microblogging Success Factors : An Empirical Survey on Twitter Usage of Austrian Universities.;https://www.alexandria.unisg.ch/211866/;Sammer, Thomas & Back, Andrea;Towards Microblogging Success Factors : An Empirical Survey on Twitter Usage of Austrian Universities;;;;;;;;;;;;;;;;;;;
1647210937-5312;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Neue Aspekte des Informationsmanagements.;https://www.alexandria.unisg.ch/213398/;;Neue Aspekte des Informationsmanagements;;;;;;;;;;;;;;;;;;;
1647211172-5526;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Mobile Enterprise - bereit für den mobilen Wandel?;https://www.alexandria.unisg.ch/240750/;Egeli, Martin & Back, Andrea;Mobile Enterprise - bereit für den mobilen Wandel?;;;;;;;;;;;;;;;;;;;
1647211146-5503;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Ich bin drin - im Web 2.0! Meine Arbeitspraxis 2.0.;https://www.alexandria.unisg.ch/216764/;Back, Andrea;Ich bin drin - im Web 2.0! Meine Arbeitspraxis 2.0.;;;;;;;;;;;;;;;;;;;
